TransactionAmount,CustomerAge,TransactionDuration,AccountBalance,TransactionType,Channel,CustomerOccupation,Cluster
-0.17231865752775594,0.6929154597814114,-0.05208464582556904,2.113427253831254,Credit,Online,Doctor,2
-0.9107605894113016,-1.4432773551555913,-0.037788685345474,-1.2493091360192947,Debit,ATM,Student,1
0.07722789323074053,-0.9935525520109592,-1.2386493656734574,-1.0885928981884585,Debit,Branch,Student,1
0.5968751549151529,1.648580666463755,-0.4237796183080401,-0.11307799983191516,Debit,Branch,Retired,0
-0.47757571190605336,-1.049768152404038,-0.6382190255094656,-0.9243280934140357,Debit,Branch,Student,1
0.8943549595003728,-1.4432773551555913,-0.20934021110661447,-1.1108765653175832,Debit,Online,Student,1
1.3572600415720246,-1.049768152404038,0.2624264847365218,-1.243227343540836,Debit,Online,Student,1
-1.0429341560477385,-0.20653414650785282,0.7913770225000384,-0.9689877314367137,Credit,Online,Engineer,0
0.5574730679532849,1.3675026644983597,0.01939515657490616,-0.3094132347583448,Credit,Online,Retired,0
0.5543780399744072,0.3556218574229374,2.063717505228497,0.01783181406887015,Debit,Online,Engineer,3
-0.7912845734574403,1.2550714637122018,0.3624982080971871,2.5103026729525246,Debit,Branch,Doctor,2
-0.4576961091186457,-0.9373369516178801,0.319610326656902,-1.0757037030833945,Debit,Branch,Student,1
-0.7150992693619859,0.9739934617468067,-0.4237796183080401,-0.16320407190352826,Debit,ATM,Retired,0
0.12738321842691466,-1.1059837527971172,-0.5238513416687053,-0.9718235081994352,Debit,Branch,Student,1
-0.8900477098603499,0.6929154597814114,-0.9670261165516516,-0.4049501949353462,Credit,Branch,Retired,0
0.030604074318157724,1.3112870641052807,-0.8383624722307962,-0.12202890098802772,Credit,Branch,Retired,0
0.40343590623528797,0.18697505624370034,-1.3101291680739326,0.1323807857246954,Debit,Branch,Engineer,0
-0.6855774640249973,-1.2184149535832751,-0.9813220770317467,-1.0727756225562444,Debit,Branch,Student,1
1.1256091013067833,0.0745438554575423,0.4625699314578524,0.09886939125022058,Debit,ATM,Engineer,3
-0.08276124536971381,1.9296586684291501,1.5347669674649804,-0.24083153778793515,Debit,Branch,Retired,3
0.25709663461860255,0.18697505624370034,1.5204710069848852,0.39416708161133324,Debit,Online,Engineer,3
1.256076434570249,0.6366998593883325,-0.2236361715867095,0.8573960873894472,Credit,Branch,Engineer,3
-1.1073742257618104,0.29940625702985835,0.062283038015191285,2.2752408808614075,Debit,Online,Doctor,2
-0.33139515967290006,-0.1503185461147738,0.9486325877810838,-0.6484936773800644,Credit,Branch,Engineer,3
0.05385646400562461,0.6366998593883325,1.5061750465047903,-0.5383240065476822,Debit,Branch,Retired,3
0.9372885527458318,-1.1059837527971172,0.11946687993557145,-0.8109611227415868,Debit,Branch,Student,1
-0.6649042643199287,0.8615622609606486,-1.481680693835073,-0.3714029045524824,Credit,Online,Engineer,0
-0.3798442514961032,-0.7124745500455639,-0.23793213206680455,-1.0607992091216405,Credit,Branch,Engineer,0
-0.6003451550682075,-0.03788734532861574,1.434695244104315,-0.32512025867193567,Debit,ATM,Engineer,3
-0.5620144239451821,-0.5438277488663269,0.21953860329623673,0.32319574273960683,Debit,Online,Engineer,0
-1.031982518584017,0.9739934617468067,-0.9241382351113665,0.19273719168713913,Debit,ATM,Retired,0
-0.20207854194004285,-1.049768152404038,2.2924528729100175,0.36493755620896035,Credit,Online,Student,3
2.494449704715067,-1.3870617547625121,-1.3673130099943127,-1.155938750312908,Debit,Branch,Student,1
-0.20922091419899164,-0.4313965480801689,-0.9813220770317467,0.4039743565818662,Debit,ATM,Engineer,0
-0.48495616324030055,-1.2746305539763543,-0.09497252726585416,-1.1487031607790925,Debit,Online,Student,1
-0.7670798674687803,-0.03788734532861574,-0.723994788390036,2.4516256827039893,Debit,Branch,Doctor,2
-0.6529606307091308,-1.4432773551555913,-0.6096271045492756,-0.9619880293008822,Debit,Branch,Student,1
-0.43884818232419737,0.29940625702985835,-0.752586709350226,1.3881555528208673,Debit,Online,Doctor,2
-0.4013110481188328,-0.3751809476870899,-0.2522280925468996,-1.169638167350178,Debit,ATM,Engineer,0
0.24023270011830658,0.7491310601744905,-0.5667392231089904,0.3429743882618792,Credit,Online,Engineer,0
2.494449704715067,1.0302090621398856,-0.4666674997483252,-0.10216564368169585,Debit,ATM,Retired,3
-0.09895062248999782,0.24319065663677936,0.7198972200995631,0.5288382739125815,Debit,Online,Doctor,2
-0.5163826011796755,-0.600043349259406,0.5340497338583277,-0.920623122869612,Debit,Online,Doctor,3
2.494449704715067,0.5242686586021744,-1.2815372471137425,0.9076477951404213,Credit,Online,Engineer,2
-1.032815795347561,1.0864246625329648,-0.723994788390036,1.219339659661426,Debit,Branch,Doctor,2
1.1238235082420465,0.18697505624370034,-0.06638060630566407,1.3954552421910913,Debit,ATM,Doctor,2
-1.0921371649427194,0.7491310601744905,0.8485608644204186,1.99212215941795,Credit,Online,Doctor,2
0.42898972698397164,-1.1621993531901962,-0.2808200135070897,-1.1083253918285165,Debit,Online,Student,1
1.7144976940571164,0.8615622609606486,-1.2243534051933624,-0.26929186515340353,Credit,Online,Retired,0
-0.24203614674427337,0.4680530582090955,-0.9241382351113665,-0.5600769270313429,Debit,ATM,Engineer,0
-0.21501417169791684,-1.3308461543694332,0.21953860329623673,-1.1528363182307262,Debit,Branch,Student,1
0.6240558493450417,-1.4432773551555913,2.0065336633081166,-0.9585497140759189,Debit,Online,Student,1
1.4257871354120504,-0.8811213512248011,-0.6811069069497507,-1.0181061540799818,Debit,ATM,Engineer,0
0.8881649035426171,0.3556218574229374,0.10517091945547641,0.6651273460847859,Credit,Branch,Engineer,3
2.276761110219924,-0.9935525520109592,0.9343366273009888,-0.8310782154000972,Credit,Branch,Student,1
-1.029641407676917,0.6929154597814114,-0.5953311440691805,-1.2597574093539148,Debit,ATM,Engineer,0
-0.5445156119107574,1.4799338652845178,0.19094668233604664,-0.7688141983061302,Debit,Branch,Retired,0
-0.6738719094894978,-0.4313965480801689,0.7913770225000384,0.6485254884549293,Debit,Branch,Doctor,2
0.3909367547821275,-0.8249057508317221,-1.3673130099943127,0.9711450930868917,Debit,Branch,Engineer,0
-0.7392642955047628,-1.3870617547625121,0.677009338659278,1.0946013780100716,Credit,Online,Student,1
-0.7999744597058281,0.5804842589952535,0.6341214572189929,-1.008416822808441,Credit,Branch,Doctor,0
-0.3519096399944366,-0.9935525520109592,0.37679416857728215,1.1036856068259144,Debit,Branch,Engineer,3
-0.6146695794319884,-0.7124745500455639,1.6491346513057408,0.7283323487772326,Debit,ATM,Engineer,3
0.08750497331445017,0.0745438554575423,-0.9813220770317467,1.1034856153363193,Debit,Online,Engineer,0
-0.6740306288730299,0.8053466605675696,-0.5667392231089904,0.26418799733520265,Debit,Online,Retired,0
1.8718679628292898,-0.9935525520109592,-1.467384733354978,-1.2034495490590456,Debit,Branch,Student,1
0.8686424193681568,-1.2746305539763543,-1.2100574447132673,-1.1964831788381467,Debit,Online,Student,1
-0.562728661171077,1.0302090621398856,0.39109012905737717,0.7351346234169251,Debit,ATM,Retired,0
2.494449704715067,0.4680530582090955,-0.6668109464696558,-0.8421187712231337,Debit,ATM,Retired,3
-0.15597056102393966,-1.1059837527971172,0.8628568249005136,-1.0587351943892802,Debit,ATM,Student,1
-0.12093325710920716,0.3556218574229374,0.7770810620199433,0.9576405395523041,Credit,Online,Engineer,3
-0.28207311124027,1.873443068036071,2.3210447938702075,-0.4065424348717386,Credit,ATM,Retired,3
0.17067393028532143,-0.26274974690093184,-0.2236361715867095,-1.1881912240003156,Debit,Online,Engineer,0
-1.1203495353655675,0.13075945585062132,-0.1807482901464244,1.8027353467582248,Debit,Online,Doctor,2
0.06044331842221065,1.3112870641052807,-1.0385059189521268,2.1620739016785535,Credit,Online,Doctor,2
-0.9041737349947154,-0.09410294572169477,0.0336911170550012,0.14719041192856436,Credit,ATM,Engineer,0
0.4872794205861709,-1.049768152404038,-0.8240665117507012,0.8287691004493158,Debit,Online,Engineer,0
-0.6706578419729708,-0.3189653472940108,0.677009338659278,0.35043048123294057,Debit,Branch,Engineer,3
-0.9177045624408351,1.3675026644983597,0.01939515657490616,-0.8879040023731489,Debit,ATM,Retired,0
-0.8789373530130961,0.0745438554575423,0.648417417699088,1.553943369708361,Credit,Online,Doctor,2
0.13103376424815527,-0.9935525520109592,-0.40948365782794505,-1.2739978290104745,Debit,Online,Student,1
0.18571259187499695,-0.20653414650785282,-0.8383624722307962,-0.2414597161847407,Debit,Online,Engineer,0
-1.110270854511273,0.6366998593883325,-1.124281681832697,0.1138559330025775,Debit,ATM,Retired,0
-0.2789780832613922,1.4237182648914388,1.8206861770668812,1.5479410610270494,Credit,Online,Doctor,2
1.2457993544865391,0.6929154597814114,0.5483456943384226,-0.9483655320673028,Debit,Branch,Doctor,3
2.207916577612833,-1.049768152404038,-0.5667392231089904,-1.0283313599838995,Debit,Online,Student,1
-0.978890884792497,-1.049768152404038,-0.16645232966632936,-1.2334405805179538,Debit,Online,Student,1
2.494449704715067,0.7491310601744905,0.34820224761709206,0.10955098798936838,Debit,Branch,Doctor,3
-0.6353824589829401,-0.656258949652485,-0.20934021110661447,0.306524657286429,Debit,Branch,Engineer,0
0.06984744189649333,1.873443068036071,-1.138577642312792,0.004950310944175131,Credit,Branch,Retired,0
-0.3047699830853741,0.13075945585062132,2.192381149549352,1.0847428231704115,Debit,Online,Engineer,3
-1.1073742257618104,-1.2184149535832751,1.9207579004275466,-1.0246571573609522,Credit,Branch,Student,1
0.3828420662219854,0.6366998593883325,-0.6382190255094656,1.7232720615590722,Debit,ATM,Doctor,2
-1.0661468658893223,0.29940625702985835,0.062283038015191285,2.381146630575882,Debit,ATM,Doctor,2
0.7984884518469259,-1.4994929555486702,-0.7382907488701309,-0.8629409620821399,Debit,Online,Student,1
0.2045208388235623,-1.3308461543694332,-1.4530887728748831,-1.0547866444665035,Debit,Branch,Student,1
2.494449704715067,1.3675026644983597,-0.02349272486537896,0.4347884299402625,Debit,Online,Doctor,2
-0.19949935195764462,-1.2184149535832751,0.005099196094811121,-1.2436196345396575,Debit,Online,Student,1
-1.1064615893065002,-0.8249057508317221,1.8063902165867862,0.08421616864718903,Debit,Online,Doctor,3
2.494449704715067,1.985874268822229,-1.410200891434598,-0.7888005272983668,Debit,ATM,Retired,0
-0.22898147744875022,-1.4994929555486702,2.492596319631348,-1.2236307415539647,Debit,ATM,Student,1
-0.20279277916593766,1.1988558633191226,-1.467384733354978,-1.0378309557396708,Credit,Online,Retired,0
-0.6818078786661077,1.3675026644983597,0.662713378179183,0.24708103299444545,Credit,Branch,Retired,0
-0.9483374034625491,-1.3870617547625121,-0.39518769734785003,-0.8858989594902843,Debit,ATM,Student,1
2.494449704715067,1.817227467642992,2.5211882405915382,-0.7876800621579424,Debit,Branch,Retired,3
0.9130441669112891,-0.20653414650785282,0.319610326656902,-1.2031213578966329,Debit,Online,Doctor,3
0.5184280996043646,1.1988558633191226,0.30531436617680696,1.2818318721730078,Debit,ATM,Doctor,2
-0.07573791264841417,0.5242686586021744,-0.39518769734785003,-0.17130885521904576,Debit,Online,Retired,0
-0.8548913664079683,1.985874268822229,-0.09497252726585416,0.3431820717318435,Debit,Online,Retired,0
0.19079161214802737,-0.5438277488663269,2.478300359151253,-0.5964112783012575,Credit,Branch,Engineer,3
-0.0672464256294417,-1.3870617547625121,0.5769376152986128,-1.158448899906673,Debit,Online,Student,1
0.8379698985005597,0.9177778613537276,2.0780134657085916,1.997442445839873,Debit,Branch,Doctor,3
0.3627243843592795,-0.4313965480801689,1.792094256106691,1.012289496080916,Debit,ATM,Engineer,3
-0.8008474163152552,-0.4876121484732479,0.7341931805796582,0.9987413546575703,Credit,Online,Engineer,3
-0.7602152541310129,-1.3870617547625121,-0.6811069069497507,-1.0158806077598714,Credit,Online,Student,1
2.057490281870194,1.3112870641052807,0.1337628404156665,1.80865817164239,Credit,Branch,Doctor,2
-0.9883743679585458,-1.2184149535832751,0.0336911170550012,-1.154423430180206,Debit,Branch,Student,1
-1.0170628965319903,0.9739934617468067,-0.29511597398718475,0.9118142845069875,Debit,Online,Doctor,2
-0.5766166072301442,0.4680530582090955,0.8199689434602284,1.2780371618576123,Credit,Online,Doctor,2
0.09016352298861453,-0.656258949652485,2.3639326753104926,0.04959712899957152,Debit,Branch,Doctor,3
-0.8896112315556363,0.6366998593883325,-0.9527301560715565,-1.04278202710388,Credit,Branch,Retired,0
-0.8332261705558233,1.4237182648914388,0.07657899849528632,0.4633590090243536,Debit,Branch,Doctor,2
-0.6621663549539982,0.3556218574229374,0.24813052425642682,-0.9329969552899499,Debit,Branch,Retired,0
-0.2100541909625357,-0.600043349259406,0.648417417699088,-1.2823923435865594,Debit,ATM,Engineer,3
-0.6294701619463658,1.704796266856834,2.1209013471488767,0.1423931801717363,Debit,Branch,Retired,3
0.8786417405306851,0.4680530582090955,0.6055295362588028,-0.9754336109859739,Credit,Online,Retired,3
0.0773866126142728,-0.7686901504386431,-1.1957614842331723,-0.27106614862519673,Debit,Branch,Engineer,0
-0.01189304062258789,-1.2746305539763543,-0.15215636918623432,-0.9046596996103863,Debit,ATM,Student,1
1.9563463547143014,-0.7686901504386431,-1.467384733354978,0.43876261979760267,Debit,Branch,Engineer,0
-0.6573650936021492,0.6366998593883325,-0.33800385542746986,0.10312305639430278,Debit,Branch,Retired,0
-0.42718230763458087,1.761011867249913,-1.095689760872507,0.058714689730346874,Debit,Online,Retired,0
-0.09510167743934217,-1.2746305539763543,-1.1957614842331723,-1.079762504724794,Debit,Branch,Student,1
-0.45781514865629486,-1.1621993531901962,-1.438792812394788,-0.8482056916885051,Debit,Online,Student,1
-0.8396939854347603,-1.049768152404038,-1.5102726147952632,-1.1093279132699487,Debit,Branch,Student,1
2.494449704715067,-0.8811213512248011,-0.19504425062651945,-0.6883355716982638,Debit,ATM,Engineer,3
2.014636048316501,-1.4432773551555913,0.6341214572189929,-1.113781569903626,Debit,ATM,Student,1
-0.18961907033276534,1.4799338652845178,-1.0528018794322218,-1.008042479763814,Debit,Online,Retired,0
-0.9946834634539505,0.5242686586021744,-0.9384341955914616,-1.1250169892293451,Credit,Online,Engineer,0
1.8070310946563872,-0.20653414650785282,0.04798707753509624,2.3973331212658096,Debit,Online,Doctor,2
0.6693702333434839,0.7491310601744905,-0.5381473021488004,1.7773595035207435,Debit,ATM,Doctor,2
0.06199083241164974,1.592365066070676,-0.2808200135070897,0.7105690021116504,Debit,Branch,Retired,0
-0.6901009664556649,-1.4432773551555913,1.1630719949825092,-0.8107226713501464,Credit,Branch,Student,1
-0.32996668522111033,0.8053466605675696,2.5640761220318233,0.567723798671563,Debit,ATM,Doctor,3
0.4537896306608774,0.8053466605675696,-0.15215636918623432,-0.48816203856768026,Debit,ATM,Engineer,0
2.494449704715067,1.873443068036071,-0.8955463141511764,0.1568899991739307,Debit,Online,Retired,3
1.3709892682475597,0.9739934617468067,-0.9670261165516516,-0.9616649661253823,Debit,ATM,Retired,0
-1.086859745440274,0.8615622609606486,1.792094256106691,-0.9928585105153183,Credit,ATM,Engineer,3
-0.2735816242212974,-0.3751809476870899,1.6491346513057408,0.7073999061996035,Debit,ATM,Doctor,3
2.494449704715067,1.9296586684291501,0.648417417699088,0.14358800112239467,Debit,Branch,Retired,3
-0.23203682558174493,0.24319065663677936,0.30531436617680696,1.2116758832204007,Credit,Branch,Doctor,2
0.6350471666546461,-0.09410294572169477,-0.26652405302699467,1.3368474797658774,Credit,Branch,Doctor,2
-0.016972060895618306,-1.1059837527971172,-1.3673130099943127,-1.2361173896863817,Credit,Online,Student,1
0.808249693934156,0.41183745781601644,0.1766507218559516,0.608263099209889,Debit,Branch,Engineer,3
-1.1171751476949234,0.29940625702985835,0.16235476137585655,1.6078974840103026,Credit,Branch,Doctor,2
-0.33909304977421173,1.3675026644983597,0.648417417699088,0.5513834683742539,Debit,Branch,Retired,3
-1.0494813306184416,0.9739934617468067,-0.6382190255094656,-0.6030058694709858,Debit,Branch,Retired,0
-0.6793477282213586,0.9739934617468067,-1.2529453261535524,0.40016939029264503,Debit,Online,Retired,0
0.8263833835027096,0.4680530582090955,1.6634306117858357,0.5945098383100356,Debit,Branch,Retired,3
0.08952864545448588,-1.4432773551555913,-1.5102726147952632,-1.040289825464309,Debit,ATM,Student,1
-1.0859074291390807,-0.09410294572169477,0.5912335757787078,0.21603876421843426,Debit,Online,Doctor,2
0.11496342666552029,0.8053466605675696,0.44827397097775734,0.5505629904682224,Debit,Branch,Engineer,3
-0.9279022828327788,1.0864246625329648,-0.1807482901464244,-0.04388094443198193,Debit,Branch,Retired,0
-0.5708630295771021,0.8615622609606486,-0.2808200135070897,0.7725766198599822,Debit,Branch,Engineer,2
0.012668783979019558,1.3112870641052807,-0.8097705512706062,-0.8631127496437153,Debit,ATM,Retired,0
2.0463005653311734,-0.7686901504386431,-0.16645232966632936,1.1655701528883415,Debit,ATM,Engineer,3
0.7963457401692413,0.0745438554575423,0.333906287136997,0.3223470609055556,Debit,ATM,Engineer,3
0.9376456713587793,0.5242686586021744,1.3489194812237448,1.109739195376353,Debit,ATM,Doctor,3
0.14658826383431062,1.0302090621398856,-0.8383624722307962,0.21663104670685066,Credit,ATM,Retired,0
0.07968804367548961,1.1426402629260437,0.5483456943384226,2.1580920198408444,Debit,ATM,Doctor,2
0.5842172840784602,-0.26274974690093184,0.3624982080971871,1.637447508594719,Debit,ATM,Doctor,2
1.6243054043649459,0.9177778613537276,-0.6811069069497507,-0.9550703749556541,Debit,ATM,Retired,0
-0.6665708178470167,0.5804842589952535,0.7341931805796582,0.40825366166051197,Debit,ATM,Engineer,3
0.4045866217658965,0.6929154597814114,0.41968205001756725,0.5284357269399349,Credit,Online,Doctor,2
-0.8331468108640573,-1.1059837527971172,1.1773679554626042,-1.203444421072133,Debit,ATM,Student,1
-0.35349683382975855,1.704796266856834,-0.29511597398718475,0.5664443659368449,Debit,Branch,Retired,0
-0.595781972791657,0.29940625702985835,-0.19504425062651945,0.841386512248007,Debit,ATM,Doctor,2
2.402189103056242,-0.656258949652485,0.5912335757787078,0.006827154154222388,Credit,Online,Engineer,3
0.3032442953805887,1.0302090621398856,0.8628568249005136,0.7259350148955468,Debit,ATM,Doctor,2
-0.6082414443989343,-0.03788734532861574,-1.109985721352602,0.19466787875976946,Debit,Branch,Doctor,0
0.7962267006315921,1.761011867249913,-1.1814655237530773,-0.5230169656132818,Credit,Online,Retired,0
1.0436702195582868,1.0864246625329648,0.16235476137585655,0.26702890208483676,Debit,ATM,Retired,3
0.6842898553955103,-0.9373369516178801,-1.4959766543151682,0.8215001790005682,Debit,Online,Engineer,0
0.8784830211471532,0.7491310601744905,-0.7954745907905111,-1.2523090083632225,Debit,ATM,Engineer,0
0.8005121239869613,0.6929154597814114,-0.009196764385283919,-0.6668287945864125,Debit,Branch,Retired,3
-0.48078977942258033,-0.20653414650785282,2.464004398671158,1.2757782836225688,Debit,Branch,Doctor,3
1.1777087389512269,-1.2746305539763543,0.8056729829801335,-1.1881835320199468,Debit,ATM,Student,1
-0.9238946183985908,0.18697505624370034,-0.4952594207085153,-1.0239110352651548,Debit,ATM,Doctor,0
1.3705131100969632,-1.3308461543694332,-0.8240665117507012,-1.2162284924454863,Debit,ATM,Student,1
0.9479227514424892,-0.09410294572169477,0.5626416548185177,2.1497154532189535,Debit,ATM,Doctor,2
1.669540428671622,-0.26274974690093184,0.062283038015191285,2.484611458519913,Debit,Branch,Doctor,2
-0.26723284888000953,0.0745438554575423,-1.2100574447132673,-0.5273885744563559,Credit,Branch,Engineer,0
-0.7672782666981955,0.3556218574229374,0.30531436617680696,2.520015080165173,Debit,ATM,Doctor,2
-1.109437577747729,-0.3189653472940108,-1.0099139979919367,2.315034059303936,Debit,ATM,Doctor,2
-0.9158792895302148,0.6366998593883325,0.5912335757787078,0.4158789781996924,Credit,ATM,Retired,0
1.793063788905554,0.18697505624370034,-1.5674564567156435,-0.4618349537578938,Debit,Branch,Engineer,0
0.3335596976352385,0.5242686586021744,-1.5102726147952632,-1.098566832733654,Debit,Branch,Doctor,0
-0.999087926346969,0.4680530582090955,0.7198972200995631,-0.9162258740919744,Credit,Online,Retired,0
-0.8663985217140525,-0.7124745500455639,0.34820224761709206,0.43739857527882514,Credit,Online,Engineer,0
-0.42761878593929437,-0.5438277488663269,-0.4952594207085153,2.143713144537642,Debit,Online,Doctor,2
1.2050481527646477,-0.7124745500455639,0.1480588008957615,-1.1281194213115269,Debit,Branch,Engineer,3
-0.44182417076542607,-1.3308461543694332,2.3210447938702075,-0.9762130649967038,Debit,ATM,Student,1
-0.8194572640344053,0.6366998593883325,0.9915204692213689,0.5489579305645482,Credit,Online,Engineer,3
-0.9689312434758517,0.8053466605675696,0.5197537733782326,-1.01546011283303,Debit,Branch,Retired,0
-0.7445020351613254,1.817227467642992,-0.9241382351113665,0.3931696881568136,Credit,Branch,Retired,0
-0.9950802619127811,-1.2746305539763543,-0.5524432626288954,0.9218753948296989,Debit,Branch,Student,0
0.8222169996849893,-1.2184149535832751,-0.6525149859895607,-1.0913389351802076,Debit,Online,Student,1
2.2108132063622956,0.4680530582090955,0.9343366273009888,-1.180681287166671,Credit,Online,Doctor,3
-0.8384242303665027,0.3556218574229374,0.5483456943384226,-0.5902935899144099,Debit,ATM,Engineer,0
1.887501822107211,0.6929154597814114,-0.02349272486537896,0.2732209462819183,Debit,Online,Engineer,3
-0.046692265462022195,-1.049768152404038,0.20524264281614168,0.3833162613040665,Credit,Branch,Engineer,3
0.34459069479072607,1.2550714637122018,0.333906287136997,-0.4179265658179258,Debit,Branch,Retired,3
-0.26143959138108436,-1.4994929555486702,-1.5245685752753582,-1.1179249833290852,Debit,ATM,Student,1
-0.22798948130167399,-1.4994929555486702,-0.781178630310416,-1.1187249492874658,Debit,Online,Student,1
-0.18592884466564175,-0.3189653472940108,-0.4809634602284203,0.8706775734933322,Credit,Branch,Doctor,2
-0.3898435726586316,0.7491310601744905,-1.5245685752753582,-0.9244691130541347,Debit,Online,Doctor,0
0.22340844546389368,-1.4994929555486702,0.40538608953747224,-1.180189000423052,Debit,Online,Student,1
0.5941372455492224,0.8053466605675696,1.3632154417038398,1.9317170375798356,Debit,ATM,Doctor,2
0.11123352115251367,0.5242686586021744,-1.081393800392412,-1.2515090424048418,Credit,Branch,Engineer,0
-0.832075455025215,-1.2184149535832751,0.4911618524180425,-1.0310799609691053,Debit,ATM,Student,1
-1.037815455928825,0.8053466605675696,0.5912335757787078,0.40943053465697576,Debit,ATM,Engineer,0
-0.9422663870424426,-1.1059837527971172,-0.8383624722307962,-1.1935217663960642,Credit,Online,Student,1
0.9045526798923161,1.9296586684291501,-1.2815372471137425,0.4820402653473089,Debit,Branch,Retired,0
0.8067021799447169,-0.09410294572169477,0.6913052991393731,0.5017189151247836,Debit,Branch,Engineer,3
-1.0793999344142609,-0.03788734532861574,0.5197537733782326,1.0078768633425403,Debit,ATM,Engineer,0
-0.8648113278787305,1.9296586684291501,0.1337628404156665,0.03189788217039791,Credit,Online,Retired,0
0.9962131238821599,-0.09410294572169477,-1.3959049309545029,1.160929324732351,Debit,Online,Engineer,0
-0.05605670909042163,-1.049768152404038,-0.9527301560715565,0.2947713112825275,Credit,Online,Engineer,0
-0.7414863668742135,1.536149465677597,-1.4530887728748831,0.6015197964196923,Debit,Branch,Retired,0
